Selection	View	Channel	Begin.Time..s.	End.Time..s.	Low.Freq..Hz.	High.Freq..Hz.	Dur.90...s.	BW.90...Hz.	Center.Freq..Hz.	Freq.5...Hz.	Freq.95...Hz.	Sel....	Notes	Harmonics.	SNR	RMS	FreqRange	CallType	seconds_elapsed	Time_of_Day	Time_Only	Time	Time.y	Period	End_Time
244	Spectrogram 1	1	46283.083096056	46284.379243471	10.942	49.913	0.64	7.812	19.531	15.625	23.438	sel. 244	20 Hz	Y	20	163.8	LF	LFC	46283.083096056	2024-07-28T02:58:57Z	02:58:57	2024-07-28T02:58:00Z	2024-07-28T02:58:00Z	Night	2024-07-28T02:59:00Z
244	Waveform 1	1	46283.083096056	46284.379243471	10.942	49.913	NA	NA	NA	NA	NA	sel. 244	20 Hz	Y	20	163.8	LF	LFC	46283.083096056	2024-07-28T02:58:57Z	02:58:57	2024-07-28T02:58:00Z	2024-07-28T02:58:00Z	Night	2024-07-28T02:59:00Z
245	Spectrogram 1	1	46294.0253044	46294.959174587	12.765	44.714	0.512	7.812	19.531	15.625	23.438	sel. 245	20 Hz	Y	10	154.8	LF	LFC	46294.0253044	2024-07-28T02:59:08Z	02:59:08	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
245	Waveform 1	1	46294.0253044	46294.959174587	12.765	44.714	NA	NA	NA	NA	NA	sel. 245	20 Hz	Y	10	154.8	LF	LFC	46294.0253044	2024-07-28T02:59:08Z	02:59:08	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
246	Spectrogram 1	1	46302.86653	46304.165285891	11.853	56.153	0.512	7.812	19.531	15.625	23.438	sel. 246	20 Hz	Y	22	166.8	LF	LFC	46302.86653	2024-07-28T02:59:16Z	02:59:16	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
246	Waveform 1	1	46302.86653	46304.165285891	11.853	56.153	NA	NA	NA	NA	NA	sel. 246	20 Hz	Y	22	166.8	LF	LFC	46302.86653	2024-07-28T02:59:16Z	02:59:16	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
247	Spectrogram 1	1	46312.243721535	46313.451312294	7.279	56.153	0.64	7.812	19.531	15.625	23.438	sel. 247	20 Hz	Y	24	167.8	LF	LFC	46312.243721535	2024-07-28T02:59:26Z	02:59:26	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
247	Waveform 1	1	46312.243721535	46313.451312294	7.279	56.153	NA	NA	NA	NA	NA	sel. 247	20 Hz	Y	24	167.8	LF	LFC	46312.243721535	2024-07-28T02:59:26Z	02:59:26	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
248	Spectrogram 1	1	46322.77982	46323.96371879	6.239	64.472	0.512	7.812	19.531	15.625	23.438	sel. 248	20 Hz	Y	22	167.8	LF	LFC	46322.77982	2024-07-28T02:59:36Z	02:59:36	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
248	Waveform 1	1	46322.77982	46323.96371879	6.239	64.472	NA	NA	NA	NA	NA	sel. 248	20 Hz	Y	22	167.8	LF	LFC	46322.77982	2024-07-28T02:59:36Z	02:59:36	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
249	Spectrogram 1	1	46331.613914686	46332.724898185	9.118	49.913	0.512	7.812	19.531	15.625	23.438	sel. 249	20 Hz	Y	17	163.8	LF	LFC	46331.613914686	2024-07-28T02:59:45Z	02:59:45	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
249	Waveform 1	1	46331.613914686	46332.724898185	9.118	49.913	NA	NA	NA	NA	NA	sel. 249	20 Hz	Y	17	163.8	LF	LFC	46331.613914686	2024-07-28T02:59:45Z	02:59:45	2024-07-28T02:59:00Z	2024-07-28T02:59:00Z	Night	2024-07-28T03:00:00Z
252	Spectrogram 1	1	46356.309968031	46357.525609395	12.765	53.033	0.512	7.812	23.438	19.531	27.344	sel. 252	20 Hz	Y	11	164.8	LF	LFD	46356.309968031	2024-07-28T03:00:10Z	03:00:10	2024-07-28T03:00:00Z	2024-07-28T03:00:00Z	Night	2024-07-28T03:01:00Z
252	Waveform 1	1	46356.309968031	46357.525609395	12.765	53.033	NA	NA	NA	NA	NA	sel. 252	20 Hz	Y	11	164.8	LF	LFD	46356.309968031	2024-07-28T03:00:10Z	03:00:10	2024-07-28T03:00:00Z	2024-07-28T03:00:00Z	Night	2024-07-28T03:01:00Z
262	Spectrogram 1	1	46632.584943383	46634.348025891	8.319	41.943	0.512	11.719	23.438	19.531	31.25	sel. 262	20 Hz	Y	19	166.8	LF	LFD	46632.584943383	2024-07-28T03:04:46Z	03:04:46	2024-07-28T03:04:00Z	2024-07-28T03:04:00Z	Night	2024-07-28T03:05:00Z
262	Waveform 1	1	46632.584943383	46634.348025891	8.319	41.943	NA	NA	NA	NA	NA	sel. 262	20 Hz	Y	19	166.8	LF	LFD	46632.584943383	2024-07-28T03:04:46Z	03:04:46	2024-07-28T03:04:00Z	2024-07-28T03:04:00Z	Night	2024-07-28T03:05:00Z
263	Spectrogram 1	1	46660.14157	46661.584692866	9.118	84.229	0.512	7.812	19.531	15.625	23.438	sel. 263	20 Hz	Y	10	163.8	LF	LFD	46660.14157	2024-07-28T03:05:14Z	03:05:14	2024-07-28T03:05:00Z	2024-07-28T03:05:00Z	Night	2024-07-28T03:06:00Z
263	Waveform 1	1	46660.14157	46661.584692866	9.118	84.229	NA	NA	NA	NA	NA	sel. 263	20 Hz	Y	10	163.8	LF	LFD	46660.14157	2024-07-28T03:05:14Z	03:05:14	2024-07-28T03:05:00Z	2024-07-28T03:05:00Z	Night	2024-07-28T03:06:00Z
264	Spectrogram 1	1	46704.21719	46705.581401529	9.118	57.192	0.512	7.812	23.438	19.531	27.344	sel. 264	20 Hz	Y	24	171.8	LF	LFD	46704.21719	2024-07-28T03:05:58Z	03:05:58	2024-07-28T03:05:00Z	2024-07-28T03:05:00Z	Night	2024-07-28T03:06:00Z
264	Waveform 1	1	46704.21719	46705.581401529	9.118	57.192	NA	NA	NA	NA	NA	sel. 264	20 Hz	Y	24	171.8	LF	LFD	46704.21719	2024-07-28T03:05:58Z	03:05:58	2024-07-28T03:05:00Z	2024-07-28T03:05:00Z	Night	2024-07-28T03:06:00Z
271	Spectrogram 1	1	46934.98961	46936.147208344	6.239	54.073	0.384	7.812	23.438	19.531	27.344	sel. 271	20 Hz	Y	12	165.8	LF	LFD	46934.98961	2024-07-28T03:09:48Z	03:09:48	2024-07-28T03:09:00Z	2024-07-28T03:09:00Z	Night	2024-07-28T03:10:00Z
271	Waveform 1	1	46934.98961	46936.147208344	6.239	54.073	NA	NA	NA	NA	NA	sel. 271	20 Hz	Y	12	165.8	LF	LFD	46934.98961	2024-07-28T03:09:48Z	03:09:48	2024-07-28T03:09:00Z	2024-07-28T03:09:00Z	Night	2024-07-28T03:10:00Z
272	Spectrogram 1	1	46945.217426089	46946.545775924	9.118	56.153	0.64	7.812	19.531	15.625	23.438	sel. 272	20 Hz	Y	20	165.8	LF	LFC	46945.217426089	2024-07-28T03:09:59Z	03:09:59	2024-07-28T03:09:00Z	2024-07-28T03:09:00Z	Night	2024-07-28T03:10:00Z
272	Waveform 1	1	46945.217426089	46946.545775924	9.118	56.153	NA	NA	NA	NA	NA	sel. 272	20 Hz	Y	20	165.8	LF	LFC	46945.217426089	2024-07-28T03:09:59Z	03:09:59	2024-07-28T03:09:00Z	2024-07-28T03:09:00Z	Night	2024-07-28T03:10:00Z
273	Spectrogram 1	1	46953.798836661	46954.966174395	6.239	51.993	0.64	7.812	19.531	15.625	23.438	sel. 273	20 Hz	Y	20	166.8	LF	LFC	46953.798836661	2024-07-28T03:10:07Z	03:10:07	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
273	Waveform 1	1	46953.798836661	46954.966174395	6.239	51.993	NA	NA	NA	NA	NA	sel. 273	20 Hz	Y	20	166.8	LF	LFC	46953.798836661	2024-07-28T03:10:07Z	03:10:07	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
274	Spectrogram 1	1	46963.51268	46964.841489681	9.118	49.913	0.512	7.812	19.531	15.625	23.438	sel. 274	20 Hz	Y	21	165.8	LF	LFC	46963.51268	2024-07-28T03:10:17Z	03:10:17	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
274	Waveform 1	1	46963.51268	46964.841489681	9.118	49.913	NA	NA	NA	NA	NA	sel. 274	20 Hz	Y	21	165.8	LF	LFC	46963.51268	2024-07-28T03:10:17Z	03:10:17	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
275	Spectrogram 1	1	46971.05448093	46972.398931975	10.942	50.953	0.64	7.812	19.531	15.625	23.438	sel. 275	20 Hz	Y	21	165.8	LF	LFD	46971.05448093	2024-07-28T03:10:25Z	03:10:25	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
275	Waveform 1	1	46971.05448093	46972.398931975	10.942	50.953	NA	NA	NA	NA	NA	sel. 275	20 Hz	Y	21	165.8	LF	LFD	46971.05448093	2024-07-28T03:10:25Z	03:10:25	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
277	Spectrogram 1	1	46986.14688	46987.744559076	6.383	55.113	0.64	7.812	23.438	19.531	27.344	sel. 277	20 Hz	Y	21	165.8	LF	LFD	46986.14688	2024-07-28T03:10:40Z	03:10:40	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
277	Waveform 1	1	46986.14688	46987.744559076	6.383	55.113	NA	NA	NA	NA	NA	sel. 277	20 Hz	Y	21	165.8	LF	LFD	46986.14688	2024-07-28T03:10:40Z	03:10:40	2024-07-28T03:10:00Z	2024-07-28T03:10:00Z	Night	2024-07-28T03:11:00Z
284	Spectrogram 1	1	47200.904483476	47201.967163344	10.03	35.56	0.384	7.812	19.531	15.625	23.438	sel. 284	nfc 20 Hz?	Y	12	157.8	LF	LFC	47200.904483476	2024-07-28T03:14:14Z	03:14:14	2024-07-28T03:14:00Z	2024-07-28T03:14:00Z	Night	2024-07-28T03:15:00Z
284	Waveform 1	1	47200.904483476	47201.967163344	10.03	35.56	NA	NA	NA	NA	NA	sel. 284	nfc 20 Hz?	Y	12	157.8	LF	LFC	47200.904483476	2024-07-28T03:14:14Z	03:14:14	2024-07-28T03:14:00Z	2024-07-28T03:14:00Z	Night	2024-07-28T03:15:00Z
296	Spectrogram 1	1	47386.005	47387.51197379	10.942	55.113	0.512	7.812	23.438	19.531	27.344	sel. 296	20 Hz	Y	11	166.8	LF	LFD	47386.005	2024-07-28T03:17:20Z	03:17:20	2024-07-28T03:17:00Z	2024-07-28T03:17:00Z	Night	2024-07-28T03:18:00Z
296	Waveform 1	1	47386.005	47387.51197379	10.942	55.113	NA	NA	NA	NA	NA	sel. 296	20 Hz	Y	11	166.8	LF	LFD	47386.005	2024-07-28T03:17:20Z	03:17:20	2024-07-28T03:17:00Z	2024-07-28T03:17:00Z	Night	2024-07-28T03:18:00Z
299	Spectrogram 1	1	47414.295611216	47415.309987453	9.118	50.953	0.512	7.812	19.531	15.625	23.438	sel. 299	20 Hz	Y	20	167.8	LF	LFC	47414.295611216	2024-07-28T03:17:48Z	03:17:48	2024-07-28T03:17:00Z	2024-07-28T03:17:00Z	Night	2024-07-28T03:18:00Z
299	Waveform 1	1	47414.295611216	47415.309987453	9.118	50.953	NA	NA	NA	NA	NA	sel. 299	20 Hz	Y	20	167.8	LF	LFC	47414.295611216	2024-07-28T03:17:48Z	03:17:48	2024-07-28T03:17:00Z	2024-07-28T03:17:00Z	Night	2024-07-28T03:18:00Z
301	Spectrogram 1	1	47429.860204367	47430.963137261	9.359	42.854	0.512	7.812	23.438	19.531	27.344	sel. 301	20 Hz	Y	20	166.8	LF	LFD	47429.860204367	2024-07-28T03:18:03Z	03:18:03	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
301	Waveform 1	1	47429.860204367	47430.963137261	9.359	42.854	NA	NA	NA	NA	NA	sel. 301	20 Hz	Y	20	166.8	LF	LFD	47429.860204367	2024-07-28T03:18:03Z	03:18:03	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
303	Spectrogram 1	1	47448.817210132	47449.86378879	10.942	54.073	0.512	7.812	19.531	15.625	23.438	sel. 303	20 Hz	Y	20	168.8	LF	LFC	47448.817210132	2024-07-28T03:18:22Z	03:18:22	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
303	Waveform 1	1	47448.817210132	47449.86378879	10.942	54.073	NA	NA	NA	NA	NA	sel. 303	20 Hz	Y	20	168.8	LF	LFC	47448.817210132	2024-07-28T03:18:22Z	03:18:22	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
304	Spectrogram 1	1	47459.20296	47460.32890484	9.118	54.073	0.512	7.812	19.531	15.625	23.438	sel. 304	20 Hz	Y	21	169.8	LF	LFC	47459.20296	2024-07-28T03:18:33Z	03:18:33	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
304	Waveform 1	1	47459.20296	47460.32890484	9.118	54.073	NA	NA	NA	NA	NA	sel. 304	20 Hz	Y	21	169.8	LF	LFC	47459.20296	2024-07-28T03:18:33Z	03:18:33	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
305	Spectrogram 1	1	47468.785170006	47469.847849873	7.279	48.874	0.512	7.812	19.531	15.625	23.438	sel. 305	20 Hz	Y	21	167.8	LF	LFC	47468.785170006	2024-07-28T03:18:42Z	03:18:42	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
305	Waveform 1	1	47468.785170006	47469.847849873	7.279	48.874	NA	NA	NA	NA	NA	sel. 305	20 Hz	Y	21	167.8	LF	LFC	47468.785170006	2024-07-28T03:18:42Z	03:18:42	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
306	Spectrogram 1	1	47475.424879114	47476.737127739	6.383	51.993	0.768	11.719	19.531	15.625	27.344	sel. 306	20 Hz	Y	19	164.8	LF	LFD	47475.424879114	2024-07-28T03:18:49Z	03:18:49	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
306	Waveform 1	1	47475.424879114	47476.737127739	6.383	51.993	NA	NA	NA	NA	NA	sel. 306	20 Hz	Y	19	164.8	LF	LFD	47475.424879114	2024-07-28T03:18:49Z	03:18:49	2024-07-28T03:18:00Z	2024-07-28T03:18:00Z	Night	2024-07-28T03:19:00Z
319	Spectrogram 1	1	47907.988380611	47909.139617134	9.118	53.033	0.512	7.812	23.438	19.531	27.344	sel. 319	nfc 20 Hz?	Y	11	155.8	LF	LFD	47907.988380611	2024-07-28T03:26:01Z	03:26:01	2024-07-28T03:26:00Z	2024-07-28T03:26:00Z	Night	2024-07-28T03:27:00Z
319	Waveform 1	1	47907.988380611	47909.139617134	9.118	53.033	NA	NA	NA	NA	NA	sel. 319	nfc 20 Hz?	Y	11	155.8	LF	LFD	47907.988380611	2024-07-28T03:26:01Z	03:26:01	2024-07-28T03:26:00Z	2024-07-28T03:26:00Z	Night	2024-07-28T03:27:00Z
327	Spectrogram 1	1	48034.054317712	48035.406819362	14.589	60.312	0.384	11.719	23.438	19.531	31.25	sel. 327	20 Hz	Y	18	170.8	LF	LFD	48034.054317712	2024-07-28T03:28:08Z	03:28:08	2024-07-28T03:28:00Z	2024-07-28T03:28:00Z	Night	2024-07-28T03:29:00Z
327	Waveform 1	1	48034.054317712	48035.406819362	14.589	60.312	NA	NA	NA	NA	NA	sel. 327	20 Hz	Y	18	170.8	LF	LFD	48034.054317712	2024-07-28T03:28:08Z	03:28:08	2024-07-28T03:28:00Z	2024-07-28T03:28:00Z	Night	2024-07-28T03:29:00Z
329	Spectrogram 1	1	48067.550919114	48068.726307453	7.294	49.913	0.64	7.812	19.531	15.625	23.438	sel. 329	20 Hz	Y	21	165.8	LF	LFC	48067.550919114	2024-07-28T03:28:41Z	03:28:41	2024-07-28T03:28:00Z	2024-07-28T03:28:00Z	Night	2024-07-28T03:29:00Z
329	Waveform 1	1	48067.550919114	48068.726307453	7.294	49.913	NA	NA	NA	NA	NA	sel. 329	20 Hz	Y	21	165.8	LF	LFC	48067.550919114	2024-07-28T03:28:41Z	03:28:41	2024-07-28T03:28:00Z	2024-07-28T03:28:00Z	Night	2024-07-28T03:29:00Z
330	Spectrogram 1	1	48083.758910292	48084.926248025	8.206	50.953	0.512	7.812	19.531	15.625	23.438	sel. 330	20 Hz	Y	22	167.8	LF	LFC	48083.758910292	2024-07-28T03:28:57Z	03:28:57	2024-07-28T03:28:00Z	2024-07-28T03:28:00Z	Night	2024-07-28T03:29:00Z
330	Waveform 1	1	48083.758910292	48084.926248025	8.206	50.953	NA	NA	NA	NA	NA	sel. 330	20 Hz	Y	22	167.8	LF	LFC	48083.758910292	2024-07-28T03:28:57Z	03:28:57	2024-07-28T03:28:00Z	2024-07-28T03:28:00Z	Night	2024-07-28T03:29:00Z
331	Spectrogram 1	1	48099.016314081	48100.183651815	8.206	30.089	0.512	7.812	19.531	15.625	23.438	sel. 331	20 Hz	Y	19	166.8	LF	LFC	48099.016314081	2024-07-28T03:29:13Z	03:29:13	2024-07-28T03:29:00Z	2024-07-28T03:29:00Z	Night	2024-07-28T03:30:00Z
331	Waveform 1	1	48099.016314081	48100.183651815	8.206	30.089	NA	NA	NA	NA	NA	sel. 331	20 Hz	Y	19	166.8	LF	LFC	48099.016314081	2024-07-28T03:29:13Z	03:29:13	2024-07-28T03:29:00Z	2024-07-28T03:29:00Z	Night	2024-07-28T03:30:00Z
333	Spectrogram 1	1	48131.189653955	48132.115473537	6.383	70.711	0.384	7.812	19.531	15.625	23.438	sel. 333	20 Hz	Y	12	162.8	LF	LFC	48131.189653955	2024-07-28T03:29:45Z	03:29:45	2024-07-28T03:29:00Z	2024-07-28T03:29:00Z	Night	2024-07-28T03:30:00Z
333	Waveform 1	1	48131.189653955	48132.115473537	6.383	70.711	NA	NA	NA	NA	NA	sel. 333	20 Hz	Y	12	162.8	LF	LFC	48131.189653955	2024-07-28T03:29:45Z	03:29:45	2024-07-28T03:29:00Z	2024-07-28T03:29:00Z	Night	2024-07-28T03:30:00Z
334	Spectrogram 1	1	48146.6611	48147.920821848	8.206	32.825	0.64	7.812	19.531	15.625	23.438	sel. 334	20 Hz	Y	19	163.8	LF	LFC	48146.6611	2024-07-28T03:30:00Z	03:30:00	2024-07-28T03:30:00Z	2024-07-28T03:30:00Z	Night	2024-07-28T03:31:00Z
334	Waveform 1	1	48146.6611	48147.920821848	8.206	32.825	NA	NA	NA	NA	NA	sel. 334	20 Hz	Y	19	163.8	LF	LFC	48146.6611	2024-07-28T03:30:00Z	03:30:00	2024-07-28T03:30:00Z	2024-07-28T03:30:00Z	Night	2024-07-28T03:31:00Z
337	Spectrogram 1	1	48154.113913064	48155.418111084	8.206	82.101	0.512	7.812	19.531	15.625	23.438	sel. 337	20 Hz	Y	26	170.8	LF	LFC	48154.113913064	2024-07-28T03:30:08Z	03:30:08	2024-07-28T03:30:00Z	2024-07-28T03:30:00Z	Night	2024-07-28T03:31:00Z
337	Waveform 1	1	48154.113913064	48155.418111084	8.206	82.101	NA	NA	NA	NA	NA	sel. 337	20 Hz	Y	26	170.8	LF	LFC	48154.113913064	2024-07-28T03:30:08Z	03:30:08	2024-07-28T03:30:00Z	2024-07-28T03:30:00Z	Night	2024-07-28T03:31:00Z
336	Spectrogram 1	1	48160.106247492	48161.893481815	7.294	85.43	0.512	11.719	19.531	15.625	27.344	sel. 336	20 Hz	Y	25	169.8	LF	LFD	48160.106247492	2024-07-28T03:30:14Z	03:30:14	2024-07-28T03:30:00Z	2024-07-28T03:30:00Z	Night	2024-07-28T03:31:00Z
336	Waveform 1	1	48160.106247492	48161.893481815	7.294	85.43	NA	NA	NA	NA	NA	sel. 336	20 Hz	Y	25	169.8	LF	LFD	48160.106247492	2024-07-28T03:30:14Z	03:30:14	2024-07-28T03:30:00Z	2024-07-28T03:30:00Z	Night	2024-07-28T03:31:00Z
344	Spectrogram 1	1	48572.763392585	48573.938780924	10.942	48.817	0.512	7.812	19.531	15.625	23.438	sel. 344	nfc 20 Hz?	Y	14	158.8	LF	LFC	48572.763392585	2024-07-28T03:37:06Z	03:37:06	2024-07-28T03:37:00Z	2024-07-28T03:37:00Z	Night	2024-07-28T03:38:00Z
344	Waveform 1	1	48572.763392585	48573.938780924	10.942	48.817	NA	NA	NA	NA	NA	sel. 344	nfc 20 Hz?	Y	14	158.8	LF	LFC	48572.763392585	2024-07-28T03:37:06Z	03:37:06	2024-07-28T03:37:00Z	2024-07-28T03:37:00Z	Night	2024-07-28T03:38:00Z
345	Spectrogram 1	1	48588.243726342	48589.32250742	10.03	56.583	0.64	7.812	19.531	15.625	23.438	sel. 345	nfc 20 Hz?	Y	13	157.8	LF	LFC	48588.243726342	2024-07-28T03:37:22Z	03:37:22	2024-07-28T03:37:00Z	2024-07-28T03:37:00Z	Night	2024-07-28T03:38:00Z
345	Waveform 1	1	48588.243726342	48589.32250742	10.03	56.583	NA	NA	NA	NA	NA	sel. 345	nfc 20 Hz?	Y	13	157.8	LF	LFC	48588.243726342	2024-07-28T03:37:22Z	03:37:22	2024-07-28T03:37:00Z	2024-07-28T03:37:00Z	Night	2024-07-28T03:38:00Z
353	Spectrogram 1	1	48719.180754114	48720.275636403	6.657	59.912	0.64	7.812	19.531	15.625	23.438	sel. 353	nfc 20 Hz?	Y	15	159.8	LF	LFC	48719.180754114	2024-07-28T03:39:33Z	03:39:33	2024-07-28T03:39:00Z	2024-07-28T03:39:00Z	Night	2024-07-28T03:40:00Z
353	Waveform 1	1	48719.180754114	48720.275636403	6.657	59.912	NA	NA	NA	NA	NA	sel. 353	nfc 20 Hz?	Y	15	159.8	LF	LFC	48719.180754114	2024-07-28T03:39:33Z	03:39:33	2024-07-28T03:39:00Z	2024-07-28T03:39:00Z	Night	2024-07-28T03:40:00Z
355	Spectrogram 1	1	48750.266519879	48751.466060033	9.118	49.926	0.64	7.812	19.531	15.625	23.438	sel. 355	nfc 20 Hz?	Y	19	161.8	LF	LFC	48750.266519879	2024-07-28T03:40:04Z	03:40:04	2024-07-28T03:40:00Z	2024-07-28T03:40:00Z	Night	2024-07-28T03:41:00Z
355	Waveform 1	1	48750.266519879	48751.466060033	9.118	49.926	NA	NA	NA	NA	NA	sel. 355	nfc 20 Hz?	Y	19	161.8	LF	LFC	48750.266519879	2024-07-28T03:40:04Z	03:40:04	2024-07-28T03:40:00Z	2024-07-28T03:40:00Z	Night	2024-07-28T03:41:00Z
369	Spectrogram 1	1	48983.076280644	48984.952071623	11.853	62.131	0.512	11.719	23.438	19.531	31.25	sel. 369	20 Hz	Y	25	169.8	LF	LFD	48983.076280644	2024-07-28T03:43:57Z	03:43:57	2024-07-28T03:43:00Z	2024-07-28T03:43:00Z	Night	2024-07-28T03:44:00Z
369	Waveform 1	1	48983.076280644	48984.952071623	11.853	62.131	NA	NA	NA	NA	NA	sel. 369	20 Hz	Y	25	169.8	LF	LFD	48983.076280644	2024-07-28T03:43:57Z	03:43:57	2024-07-28T03:43:00Z	2024-07-28T03:43:00Z	Night	2024-07-28T03:44:00Z
372	Spectrogram 1	1	49010.98961	49012.276018025	7.766	53.255	0.512	7.812	19.531	15.625	23.438	sel. 372	20 Hz	Y	18	162.8	LF	LFC	49010.98961	2024-07-28T03:44:24Z	03:44:24	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
372	Waveform 1	1	49010.98961	49012.276018025	7.766	53.255	NA	NA	NA	NA	NA	sel. 372	20 Hz	Y	18	162.8	LF	LFC	49010.98961	2024-07-28T03:44:24Z	03:44:24	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
373	Spectrogram 1	1	49017.986656089	49019.846345858	6.657	75.444	0.512	11.719	23.438	19.531	31.25	sel. 373	20 Hz	Y	24	168.8	LF	LFD	49017.986656089	2024-07-28T03:44:31Z	03:44:31	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
373	Waveform 1	1	49017.986656089	49019.846345858	6.657	75.444	NA	NA	NA	NA	NA	sel. 373	20 Hz	Y	24	168.8	LF	LFD	49017.986656089	2024-07-28T03:44:31Z	03:44:31	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
374	Spectrogram 1	1	49028.200608669	49029.343794587	9.118	53.255	0.512	7.812	19.531	15.625	23.438	sel. 374	20 Hz	Y	17	161.8	LF	LFC	49028.200608669	2024-07-28T03:44:42Z	03:44:42	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
374	Waveform 1	1	49028.200608669	49029.343794587	9.118	53.255	NA	NA	NA	NA	NA	sel. 374	20 Hz	Y	17	161.8	LF	LFC	49028.200608669	2024-07-28T03:44:42Z	03:44:42	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
375	Spectrogram 1	1	49037.068050644	49038.267590798	9.118	48.817	0.64	7.812	19.531	15.625	23.438	sel. 375	20 Hz	Y	14	160.8	LF	LFC	49037.068050644	2024-07-28T03:44:51Z	03:44:51	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
375	Waveform 1	1	49037.068050644	49038.267590798	9.118	48.817	NA	NA	NA	NA	NA	sel. 375	20 Hz	Y	14	160.8	LF	LFC	49037.068050644	2024-07-28T03:44:51Z	03:44:51	2024-07-28T03:44:00Z	2024-07-28T03:44:00Z	Night	2024-07-28T03:45:00Z
376	Spectrogram 1	1	49048.00499	49049.204441084	8.206	45.489	0.64	7.812	19.531	15.625	23.438	sel. 376	20 Hz	Y	15	159.8	LF	LFC	49048.00499	2024-07-28T03:45:02Z	03:45:02	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
376	Waveform 1	1	49048.00499	49049.204441084	8.206	45.489	NA	NA	NA	NA	NA	sel. 376	20 Hz	Y	15	159.8	LF	LFC	49048.00499	2024-07-28T03:45:02Z	03:45:02	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
377	Spectrogram 1	1	49057.589353636	49058.684235924	8.206	48.817	0.512	7.812	19.531	15.625	23.438	sel. 377	20 Hz	Y	17	161.8	LF	LFC	49057.589353636	2024-07-28T03:45:11Z	03:45:11	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
377	Waveform 1	1	49057.589353636	49058.684235924	8.206	48.817	NA	NA	NA	NA	NA	sel. 377	20 Hz	Y	17	161.8	LF	LFC	49057.589353636	2024-07-28T03:45:11Z	03:45:11	2024-07-28T03:45:00Z	2024-07-28T03:45:00Z	Night	2024-07-28T03:46:00Z
