"State","State_Period","Lunge_y_n","Dive_Start","Dive_End","Dive_Max","Duration","File","ID","Begin","End","Interval_Start","Interval_End"
"EF","Day",0,2023-07-24 07:34:47,2023-07-24 07:35:17,5.64603450213838,30.3599999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:34:47Z","2023-07-24T07:35:17Z",2023-07-24 07:35:00,2023-07-24 07:35:30
"EF","Day",0,2023-07-24 07:35:18,2023-07-24 07:35:49,6.2993994099417,30.52,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:18Z","2023-07-24T07:35:49Z",2023-07-24 07:35:30,2023-07-24 07:36:00
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:36:00,2023-07-24 07:36:30
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:36:30,2023-07-24 07:37:00
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:37:00,2023-07-24 07:37:30
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:37:30,2023-07-24 07:38:00
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:38:00,2023-07-24 07:38:30
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:38:30,2023-07-24 07:39:00
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:39:00,2023-07-24 07:39:30
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:39:30,2023-07-24 07:40:00
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:40:00,2023-07-24 07:40:30
"F","Day",1,2023-07-24 07:35:49,2023-07-24 07:41:15,29.5644540898739,325.32,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:35:49Z","2023-07-24T07:41:15Z",2023-07-24 07:40:30,2023-07-24 07:41:00
"SU_F","Day",0,2023-07-24 07:41:15,2023-07-24 07:41:47,1,32.3599999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:41:15Z","2023-07-24T07:41:47Z",2023-07-24 07:41:00,2023-07-24 07:41:30
"SU_F","Day",0,2023-07-24 07:41:15,2023-07-24 07:41:47,1,32.3599999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:41:15Z","2023-07-24T07:41:47Z",2023-07-24 07:41:30,2023-07-24 07:42:00
"F","Day",1,2023-07-24 07:41:47,2023-07-24 07:43:08,21.723248799643,81.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:41:47Z","2023-07-24T07:43:08Z",2023-07-24 07:42:00,2023-07-24 07:42:30
"F","Day",1,2023-07-24 07:41:47,2023-07-24 07:43:08,21.723248799643,81.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:41:47Z","2023-07-24T07:43:08Z",2023-07-24 07:42:30,2023-07-24 07:43:00
"SU_F","Day",0,2023-07-24 07:43:08,2023-07-24 07:43:43,1,34.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:43:08Z","2023-07-24T07:43:43Z",2023-07-24 07:43:00,2023-07-24 07:43:30
"T","Day",0,2023-07-24 07:43:43,2023-07-24 07:44:53,14.8350072257284,70.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:43:43Z","2023-07-24T07:44:53Z",2023-07-24 07:43:30,2023-07-24 07:44:00
"T","Day",0,2023-07-24 07:43:43,2023-07-24 07:44:53,14.8350072257284,70.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:43:43Z","2023-07-24T07:44:53Z",2023-07-24 07:44:00,2023-07-24 07:44:30
"T","Day",0,2023-07-24 07:43:43,2023-07-24 07:44:53,14.8350072257284,70.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:43:43Z","2023-07-24T07:44:53Z",2023-07-24 07:44:30,2023-07-24 07:45:00
"EF","Day",0,2023-07-24 07:44:54,2023-07-24 07:45:54,25.0905417124757,60.04,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:44:54Z","2023-07-24T07:45:54Z",2023-07-24 07:45:00,2023-07-24 07:45:30
"EF","Day",0,2023-07-24 07:44:54,2023-07-24 07:45:54,25.0905417124757,60.04,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:44:54Z","2023-07-24T07:45:54Z",2023-07-24 07:45:30,2023-07-24 07:46:00
"SU_EF","Day",0,2023-07-24 07:45:54,2023-07-24 07:46:41,1,46.72,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:45:54Z","2023-07-24T07:46:41Z",2023-07-24 07:46:00,2023-07-24 07:46:30
"T","Day",0,2023-07-24 07:46:41,2023-07-24 07:47:51,14.8325288388833,70.3999999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:46:41Z","2023-07-24T07:47:51Z",2023-07-24 07:46:30,2023-07-24 07:47:00
"T","Day",0,2023-07-24 07:46:41,2023-07-24 07:47:51,14.8325288388833,70.3999999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:46:41Z","2023-07-24T07:47:51Z",2023-07-24 07:47:00,2023-07-24 07:47:30
"T","Day",0,2023-07-24 07:46:41,2023-07-24 07:47:51,14.8325288388833,70.3999999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:46:41Z","2023-07-24T07:47:51Z",2023-07-24 07:47:30,2023-07-24 07:48:00
"SU_T","Day",0,2023-07-24 07:47:51,2023-07-24 07:48:24,1,32.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:47:51Z","2023-07-24T07:48:24Z",2023-07-24 07:48:00,2023-07-24 07:48:30
"T","Day",0,2023-07-24 07:48:24,2023-07-24 07:51:11,36.6987701960134,167.56,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:48:24Z","2023-07-24T07:51:11Z",2023-07-24 07:48:30,2023-07-24 07:49:00
"T","Day",0,2023-07-24 07:48:24,2023-07-24 07:51:11,36.6987701960134,167.56,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:48:24Z","2023-07-24T07:51:11Z",2023-07-24 07:49:00,2023-07-24 07:49:30
"T","Day",0,2023-07-24 07:48:24,2023-07-24 07:51:11,36.6987701960134,167.56,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:48:24Z","2023-07-24T07:51:11Z",2023-07-24 07:49:30,2023-07-24 07:50:00
"T","Day",0,2023-07-24 07:48:24,2023-07-24 07:51:11,36.6987701960134,167.56,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:48:24Z","2023-07-24T07:51:11Z",2023-07-24 07:50:00,2023-07-24 07:50:30
"T","Day",0,2023-07-24 07:48:24,2023-07-24 07:51:11,36.6987701960134,167.56,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:48:24Z","2023-07-24T07:51:11Z",2023-07-24 07:50:30,2023-07-24 07:51:00
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:51:30,2023-07-24 07:52:00
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:52:00,2023-07-24 07:52:30
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:52:30,2023-07-24 07:53:00
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:53:00,2023-07-24 07:53:30
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:53:30,2023-07-24 07:54:00
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:54:00,2023-07-24 07:54:30
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:54:30,2023-07-24 07:55:00
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:55:00,2023-07-24 07:55:30
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:55:30,2023-07-24 07:56:00
"F","Day",1,2023-07-24 07:51:39,2023-07-24 07:56:40,33.9192835724478,300.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:51:39Z","2023-07-24T07:56:40Z",2023-07-24 07:56:00,2023-07-24 07:56:30
"EF","Day",0,2023-07-24 07:56:41,2023-07-24 07:57:44,32.9419002320432,63.1599999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:56:41Z","2023-07-24T07:57:44Z",2023-07-24 07:56:30,2023-07-24 07:57:00
"EF","Day",0,2023-07-24 07:56:41,2023-07-24 07:57:44,32.9419002320432,63.1599999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:56:41Z","2023-07-24T07:57:44Z",2023-07-24 07:57:00,2023-07-24 07:57:30
"SU_EF","Day",0,2023-07-24 07:57:44,2023-07-24 07:58:42,1,58.2400000000002,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:57:44Z","2023-07-24T07:58:42Z",2023-07-24 07:57:30,2023-07-24 07:58:00
"SU_EF","Day",0,2023-07-24 07:57:44,2023-07-24 07:58:42,1,58.2400000000002,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:57:44Z","2023-07-24T07:58:42Z",2023-07-24 07:58:00,2023-07-24 07:58:30
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 07:58:30,2023-07-24 07:59:00
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 07:59:00,2023-07-24 07:59:30
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 07:59:30,2023-07-24 08:00:00
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 08:00:00,2023-07-24 08:00:30
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 08:00:30,2023-07-24 08:01:00
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 08:01:00,2023-07-24 08:01:30
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 08:01:30,2023-07-24 08:02:00
"F","Day",1,2023-07-24 07:58:42,2023-07-24 08:02:17,33.6066602620404,214.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T07:58:42Z","2023-07-24T08:02:17Z",2023-07-24 08:02:00,2023-07-24 08:02:30
"SU_F","Day",0,2023-07-24 08:02:17,2023-07-24 08:03:28,1,70.52,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:02:17Z","2023-07-24T08:03:28Z",2023-07-24 08:02:30,2023-07-24 08:03:00
"SU_F","Day",0,2023-07-24 08:02:17,2023-07-24 08:03:28,1,70.52,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:02:17Z","2023-07-24T08:03:28Z",2023-07-24 08:03:00,2023-07-24 08:03:30
"T","Day",0,2023-07-24 08:03:28,2023-07-24 08:04:38,14.6887763847272,70.2799999999997,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:03:28Z","2023-07-24T08:04:38Z",2023-07-24 08:03:30,2023-07-24 08:04:00
"T","Day",0,2023-07-24 08:03:28,2023-07-24 08:04:38,14.6887763847272,70.2799999999997,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:03:28Z","2023-07-24T08:04:38Z",2023-07-24 08:04:00,2023-07-24 08:04:30
"SU_T","Day",0,2023-07-24 08:04:38,2023-07-24 08:05:10,1,31.8400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:04:38Z","2023-07-24T08:05:10Z",2023-07-24 08:04:30,2023-07-24 08:05:00
"T","Day",0,2023-07-24 08:05:10,2023-07-24 08:06:31,11.2092543067915,81.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:05:10Z","2023-07-24T08:06:31Z",2023-07-24 08:05:00,2023-07-24 08:05:30
"T","Day",0,2023-07-24 08:05:10,2023-07-24 08:06:31,11.2092543067915,81.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:05:10Z","2023-07-24T08:06:31Z",2023-07-24 08:05:30,2023-07-24 08:06:00
"T","Day",0,2023-07-24 08:05:10,2023-07-24 08:06:31,11.2092543067915,81.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:05:10Z","2023-07-24T08:06:31Z",2023-07-24 08:06:00,2023-07-24 08:06:30
"T","Day",0,2023-07-24 08:06:47,2023-07-24 08:08:10,17.2103969261663,82.8800000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:06:47Z","2023-07-24T08:08:10Z",2023-07-24 08:07:00,2023-07-24 08:07:30
"T","Day",0,2023-07-24 08:06:47,2023-07-24 08:08:10,17.2103969261663,82.8800000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:06:47Z","2023-07-24T08:08:10Z",2023-07-24 08:07:30,2023-07-24 08:08:00
"SU_T","Day",0,2023-07-24 08:08:10,2023-07-24 08:08:55,1,45.4000000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:08:10Z","2023-07-24T08:08:55Z",2023-07-24 08:08:00,2023-07-24 08:08:30
"SU_T","Day",0,2023-07-24 08:08:10,2023-07-24 08:08:55,1,45.4000000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:08:10Z","2023-07-24T08:08:55Z",2023-07-24 08:08:30,2023-07-24 08:09:00
"T","Day",0,2023-07-24 08:08:55,2023-07-24 08:10:28,12.1227849070226,93.2800000000002,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:08:55Z","2023-07-24T08:10:28Z",2023-07-24 08:09:00,2023-07-24 08:09:30
"T","Day",0,2023-07-24 08:08:55,2023-07-24 08:10:28,12.1227849070226,93.2800000000002,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:08:55Z","2023-07-24T08:10:28Z",2023-07-24 08:09:30,2023-07-24 08:10:00
"T","Day",0,2023-07-24 08:08:55,2023-07-24 08:10:28,12.1227849070226,93.2800000000002,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:08:55Z","2023-07-24T08:10:28Z",2023-07-24 08:10:00,2023-07-24 08:10:30
"R","Day",0,2023-07-24 08:10:52,2023-07-24 08:11:32,6.47526573429435,40.4400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:10:52Z","2023-07-24T08:11:32Z",2023-07-24 08:11:00,2023-07-24 08:11:30
"R","Day",0,2023-07-24 08:11:33,2023-07-24 08:12:11,7.6469367427587,37.7200000000003,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:11:33Z","2023-07-24T08:12:11Z",2023-07-24 08:11:30,2023-07-24 08:12:00
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:12:00,2023-07-24 08:12:30
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:12:30,2023-07-24 08:13:00
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:13:00,2023-07-24 08:13:30
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:13:30,2023-07-24 08:14:00
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:14:00,2023-07-24 08:14:30
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:14:30,2023-07-24 08:15:00
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:15:00,2023-07-24 08:15:30
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:15:30,2023-07-24 08:16:00
"F","Day",1,2023-07-24 08:12:12,2023-07-24 08:16:27,35.7735172569595,254.96,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:12:12Z","2023-07-24T08:16:27Z",2023-07-24 08:16:00,2023-07-24 08:16:30
"F","Day",1,2023-07-24 08:16:28,2023-07-24 08:18:27,36.1978581136589,119.12,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:16:28Z","2023-07-24T08:18:27Z",2023-07-24 08:16:30,2023-07-24 08:17:00
"F","Day",1,2023-07-24 08:16:28,2023-07-24 08:18:27,36.1978581136589,119.12,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:16:28Z","2023-07-24T08:18:27Z",2023-07-24 08:17:00,2023-07-24 08:17:30
"F","Day",1,2023-07-24 08:16:28,2023-07-24 08:18:27,36.1978581136589,119.12,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:16:28Z","2023-07-24T08:18:27Z",2023-07-24 08:17:30,2023-07-24 08:18:00
"F","Day",1,2023-07-24 08:16:28,2023-07-24 08:18:27,36.1978581136589,119.12,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:16:28Z","2023-07-24T08:18:27Z",2023-07-24 08:18:00,2023-07-24 08:18:30
"SU_F","Day",0,2023-07-24 08:18:27,2023-07-24 08:19:25,1,58.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:18:27Z","2023-07-24T08:19:25Z",2023-07-24 08:18:30,2023-07-24 08:19:00
"SU_F","Day",0,2023-07-24 08:18:27,2023-07-24 08:19:25,1,58.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:18:27Z","2023-07-24T08:19:25Z",2023-07-24 08:19:00,2023-07-24 08:19:30
"EF","Day",0,2023-07-24 08:19:25,2023-07-24 08:21:30,29.4941018371053,124.72,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:19:25Z","2023-07-24T08:21:30Z",2023-07-24 08:19:30,2023-07-24 08:20:00
"EF","Day",0,2023-07-24 08:19:25,2023-07-24 08:21:30,29.4941018371053,124.72,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:19:25Z","2023-07-24T08:21:30Z",2023-07-24 08:20:00,2023-07-24 08:20:30
"EF","Day",0,2023-07-24 08:19:25,2023-07-24 08:21:30,29.4941018371053,124.72,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:19:25Z","2023-07-24T08:21:30Z",2023-07-24 08:20:30,2023-07-24 08:21:00
"EF","Day",0,2023-07-24 08:19:25,2023-07-24 08:21:30,29.4941018371053,124.72,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:19:25Z","2023-07-24T08:21:30Z",2023-07-24 08:21:00,2023-07-24 08:21:30
"SU_EF","Day",0,2023-07-24 08:21:30,2023-07-24 08:22:22,1,52,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:21:30Z","2023-07-24T08:22:22Z",2023-07-24 08:21:30,2023-07-24 08:22:00
"SU_EF","Day",0,2023-07-24 08:21:30,2023-07-24 08:22:22,1,52,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:21:30Z","2023-07-24T08:22:22Z",2023-07-24 08:22:00,2023-07-24 08:22:30
"T","Day",0,2023-07-24 08:22:22,2023-07-24 08:23:24,8.36086028144103,62.8400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:22:22Z","2023-07-24T08:23:24Z",2023-07-24 08:22:30,2023-07-24 08:23:00
"T","Day",0,2023-07-24 08:22:22,2023-07-24 08:23:24,8.36086028144103,62.8400000000001,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:22:22Z","2023-07-24T08:23:24Z",2023-07-24 08:23:00,2023-07-24 08:23:30
"T","Day",0,2023-07-24 08:23:44,2023-07-24 08:25:21,11.1296667856425,97.1200000000003,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:23:44Z","2023-07-24T08:25:21Z",2023-07-24 08:23:30,2023-07-24 08:24:00
"T","Day",0,2023-07-24 08:23:44,2023-07-24 08:25:21,11.1296667856425,97.1200000000003,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:23:44Z","2023-07-24T08:25:21Z",2023-07-24 08:24:00,2023-07-24 08:24:30
"T","Day",0,2023-07-24 08:23:44,2023-07-24 08:25:21,11.1296667856425,97.1200000000003,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:23:44Z","2023-07-24T08:25:21Z",2023-07-24 08:24:30,2023-07-24 08:25:00
"T","Day",0,2023-07-24 08:23:44,2023-07-24 08:25:21,11.1296667856425,97.1200000000003,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:23:44Z","2023-07-24T08:25:21Z",2023-07-24 08:25:00,2023-07-24 08:25:30
"SU_T","Day",0,2023-07-24 08:25:21,2023-07-24 08:26:21,1,60.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:25:21Z","2023-07-24T08:26:21Z",2023-07-24 08:25:30,2023-07-24 08:26:00
"SU_T","Day",0,2023-07-24 08:25:21,2023-07-24 08:26:21,1,60.0799999999999,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:25:21Z","2023-07-24T08:26:21Z",2023-07-24 08:26:00,2023-07-24 08:26:30
"T","Day",0,2023-07-24 08:26:21,2023-07-24 08:28:00,9.78165635554,98.5599999999995,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:26:21Z","2023-07-24T08:28:00Z",2023-07-24 08:26:30,2023-07-24 08:27:00
"T","Day",0,2023-07-24 08:26:21,2023-07-24 08:28:00,9.78165635554,98.5599999999995,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:26:21Z","2023-07-24T08:28:00Z",2023-07-24 08:27:00,2023-07-24 08:27:30
"T","Day",0,2023-07-24 08:26:21,2023-07-24 08:28:00,9.78165635554,98.5599999999995,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:26:21Z","2023-07-24T08:28:00Z",2023-07-24 08:27:30,2023-07-24 08:28:00
"T","Day",0,2023-07-24 08:28:01,2023-07-24 08:28:56,11.721119062775,55.5200000000004,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:28:01Z","2023-07-24T08:28:56Z",2023-07-24 08:28:00,2023-07-24 08:28:30
"T","Day",0,2023-07-24 08:28:01,2023-07-24 08:28:56,11.721119062775,55.5200000000004,"sun_bp23_205a_divestates_datetime.csv","bp23_205a","2023-07-24T08:28:01Z","2023-07-24T08:28:56Z",2023-07-24 08:28:30,2023-07-24 08:29:00
